-0.11745727	-0.052723333	0.08186985	-0.029952513	0.103313714	0.08740415	-0.10050033	0.07875726	0.11240056	-0.095781915	-0.048399314	-0.06607934	0.109923616	0.08964355	0.042982727	0.08788466
-0.015201166	0.041692976	-0.039918523	-0.0004474525	0.008382747	0.01882222	-0.023373302	-0.06338439	-0.031090572	0.03529203	0.015425356	0.057612605	-0.012438923	-0.026261356	-0.016856218	0.0062805503
-0.27566496	-0.39325455	0.2874032	-0.33049464	0.3235305	0.3098639	-0.26991397	0.27104408	0.35812524	-0.3040129	-0.36150318	-0.33962256	0.28961912	0.43291888	0.31810993	0.29648897
0.032236114	0.007761007	-0.06455508	0.054957658	-0.028661067	-0.050898492	-0.033484973	-0.031461738	-0.013005073	-0.009160651	-0.009654496	-0.0041629975	-0.04912381	-0.05699457	0.027197044	0.032245383
-0.2074219	-0.24362235	0.17506331	-0.26252264	0.14967467	0.16144855	-0.20186895	0.21083565	0.24131806	-0.20258452	-0.23983964	-0.17602511	0.23948659	0.30176613	0.23141189	0.19751914
0.26402315	0.3648327	-0.23813848	0.2823717	-0.19632412	-0.26728356	0.19974437	-0.2673291	-0.26916754	0.24493466	0.31779724	0.24816468	-0.21937731	-0.33985412	-0.24389972	-0.18517463
-0.13697511	-0.19748913	0.21452339	-0.15317489	0.18511489	0.21546093	-0.1433796	0.1778728	0.17332429	-0.20916183	-0.1836675	-0.16292985	0.17777547	0.21203192	0.2113511	0.2050445
-0.21660288	-0.28088388	0.18783465	-0.20146582	0.16577823	0.15764132	-0.22043218	0.23178475	0.24715154	-0.17067775	-0.19682232	-0.23934278	0.22614753	0.23961903	0.19963932	0.1459683
-0.14890318	-0.18966872	0.140537	-0.14294033	0.14651282	0.07949088	-0.09189533	0.12408887	0.106622115	-0.14525215	-0.12961504	-0.10781108	0.104777016	0.16258584	0.08660528	0.1402665
0.062367976	0.11403969	-0.09647979	0.033416945	-0.10128808	-0.06521162	0.023984263	-0.02164276	-0.019238098	0.06651067	0.057850245	0.052419383	-0.02754297	-0.030327536	-0.0505796	-0.06569281
0.24869515	0.35685274	-0.2152303	0.24648608	-0.2876382	-0.25965554	0.263846	-0.28911412	-0.2586926	0.33724624	0.27503723	0.307261	-0.23769674	-0.31145257	-0.23751654	-0.2780225
0.17810321	0.267108	-0.13341568	0.20426476	-0.21428895	-0.18808782	0.1653137	-0.22221768	-0.14429562	0.1891532	0.23482165	0.21609412	-0.22913384	-0.20596133	-0.20510885	-0.1220872
0.25118965	0.35201988	-0.2651493	0.24618368	-0.19087039	-0.27193022	0.2607056	-0.1860278	-0.24171966	0.24559677	0.2924561	0.25583497	-0.27339453	-0.3378637	-0.18315619	-0.2656845
-0.251062	-0.3399791	0.2725811	-0.27005187	0.21187174	0.21801527	-0.22375655	0.22008663	0.24753162	-0.23569871	-0.24386312	-0.22105688	0.21279593	0.2566684	0.2342696	0.19101499
-0.008384391	0.011865575	-0.002015054	-0.0140528325	0.009361498	-0.022471761	-0.042028528	-0.024948267	0.021290757	0.03237041	-0.007128934	-0.03293064	0.020996686	0.027302295	0.012121443	0.020672198
0.056417976	0.025324816	-0.008908321	0.02714383	0.006753434	0.02064503	0.025612751	0.0043841815	0.01341668	0.025102125	-0.002296368	0.0054429653	-0.035429936	-0.07560769	0.018773677	-0.024215383
0.22358008	0.36270067	-0.21724804	0.24444637	-0.23870604	-0.2638122	0.2621715	-0.21800844	-0.3256362	0.31679362	0.30411467	0.23096128	-0.29539752	-0.3719728	-0.28020293	-0.25458664
0.26874954	0.2782822	-0.19419184	0.23679861	-0.19299543	-0.20334455	0.23888163	-0.22143179	-0.2457273	0.27621385	0.24025886	0.22559732	-0.18159139	-0.33209187	-0.18293953	-0.2610548
-0.082782865	-0.05686041	0.052071992	-0.10392747	0.033957835	0.11258016	-0.06169213	0.095662	0.08845397	-0.11111452	-0.122408785	-0.103172295	0.071457	0.13777043	0.07961864	0.093824305
0.07524316	0.10165033	-0.058135327	0.08502586	-0.12733382	-0.12303673	0.13372521	-0.040266983	-0.047224425	0.06270603	0.06994727	0.08056298	-0.108798884	-0.13654266	-0.08462153	-0.103968576
0.28406385	0.3289412	-0.28353226	0.29524684	-0.21041052	-0.30727085	0.29855868	-0.30138052	-0.2893359	0.32584226	0.29275104	0.2737218	-0.27757022	-0.35249317	-0.2226572	-0.28327978
-0.15508229	-0.20250177	0.21062121	-0.20178507	0.13959545	0.14727147	-0.1997696	0.20901321	0.2246641	-0.16374646	-0.1977627	-0.20164329	0.16006364	0.2209125	0.11408536	0.19107406
0.022173867	0.09587578	-0.07601299	0.11803285	-0.06049154	-0.072000936	0.06528744	-0.099998	-0.08142132	0.04892284	0.028332766	0.10691529	-0.100242905	-0.102804616	-0.038437154	-0.03143602
-0.30305332	-0.34574038	0.24436465	-0.31003934	0.27340412	0.2310913	-0.20687562	0.24477369	0.31446573	-0.3168452	-0.27458373	-0.26242733	0.2691357	0.37803718	0.28238317	0.29939902
0.26875195	0.3526561	-0.20649606	0.28369218	-0.24829893	-0.27154014	0.2675353	-0.25372717	-0.31573328	0.24568214	0.23619004	0.2113988	-0.22605053	-0.36884522	-0.23336378	-0.24273314
0.26995617	0.43289205	-0.27070048	0.28498626	-0.25926825	-0.32909614	0.2820396	-0.27024457	-0.34498575	0.31110775	0.3374184	0.3484172	-0.2650636	-0.35856798	-0.22843438	-0.2809605
-0.12161633	-0.21087019	0.18871388	-0.13856475	0.15380892	0.11678066	-0.15825121	0.14049564	0.202719	-0.19429436	-0.19680442	-0.13272509	0.16977608	0.18109831	0.16407576	0.16645297
0.030880503	-0.039941095	-0.010250704	0.009077499	0.01127072	0.032026943	-0.024534546	0.03750339	0.0027671512	0.02813075	-0.055779196	0.008548297	-0.03532353	-0.029013297	0.047224045	0.040909722
-0.13995506	-0.08081544	0.09114876	-0.091604404	0.047257032	0.05143004	-0.081604615	0.10015607	0.10377611	-0.0949601	-0.08764131	-0.08204457	0.1489836	0.16098246	0.13797937	0.08480074
0.18336448	0.28653204	-0.23167557	0.22795224	-0.2200613	-0.23035902	0.24858849	-0.18203312	-0.28939527	0.23857698	0.20197532	0.250598	-0.25458556	-0.3005634	-0.18394527	-0.24953447
0.09499439	0.15269089	-0.039962254	0.09242506	-0.040171947	-0.09907618	0.104176894	-0.11350344	-0.11039783	0.04561204	0.112245075	0.122942545	-0.08752385	-0.12814257	-0.07093231	-0.043194134
-0.0036263866	-0.018933034	0.045212675	-0.04101807	0.01965562	0.0022868076	-0.06282227	0.024232902	-0.02857116	-0.013065543	-0.016464083	0.008236368	0.046564158	0.010532473	-0.010627133	0.002577265
